_id,close,high,low,open,ts,volume
2018-05-06T16:00:00.000Z,8602,9690,8123.9001,9510,2018-05-06T16:00:00.000Z,261108.42825676
2018-05-13T16:00:00.000Z,8391.038,8877.136,7918.0906,8617.0549,2018-05-13T16:00:00.000Z,212776.63149498
2018-05-20T16:00:00.000Z,7340.7984,8604.7392,6002,8384.6317,2018-05-20T16:00:00.000Z,182104.86141805
2018-05-27T16:00:00.000Z,7726.988,7774.0223,7006.74,7337.13,2018-05-27T16:00:00.000Z,168555.79721578
2018-06-03T16:00:00.000Z,7223.04,7764.7769,7165.8433,7726.968,2018-06-03T16:00:00.000Z,153428.17131152
2018-06-10T16:00:00.000Z,6517.2467,7230,6098.1161,7223.0401,2018-06-10T16:00:00.000Z,201071.12294693
2018-06-17T16:00:00.000Z,5776.1518,6834.9658,5750.816,6516.538,2018-06-17T16:00:00.000Z,165194.01159279
2018-06-24T16:00:00.000Z,6313,6516.6796,5766.4752,5776.152,2018-06-24T16:00:00.000Z,160121.1459583
2018-07-01T16:00:00.000Z,6738.9467,6829.9999,6272.4309,6312.4583,2018-07-01T16:00:00.000Z,145841.23870346
2018-07-08T16:00:00.000Z,6388,6801.0389,6075.4434,6741.3645,2018-07-08T16:00:00.000Z,140457.17757889
2018-07-15T16:00:00.000Z,7522.4536,7696.3044,6331.846,6386,2018-07-15T16:00:00.000Z,164096.67846825
2018-07-22T16:00:00.000Z,8230.8345,8488.8888,7342,7527.2053,2018-07-22T16:00:00.000Z,191803.60198886
2018-07-29T16:00:00.000Z,7002.0109,8282.8438,6877.4196,8226.1004,2018-07-29T16:00:00.000Z,207020.90068025
2018-08-05T16:00:00.000Z,6319.6237,7151,5988.4683,7003.9196,2018-08-05T16:00:00.000Z,514065.37613498
2018-08-12T16:00:00.000Z,6406.4231,6616,5880,6319.3737,2018-08-12T16:00:00.000Z,481179.59648012
2018-08-19T16:00:00.000Z,6675.2117,6875.7699,6228,6411.0097,2018-08-19T16:00:00.000Z,191903.52985902
2018-08-26T16:00:00.000Z,7219.1187,7345.6789,6631.2014,6675.9572,2018-08-26T16:00:00.000Z,159586.32207491
2018-09-02T16:00:00.000Z,6371.2931,7414.8285,6101,7219.1187,2018-09-02T16:00:00.000Z,231018.84599185
2018-09-09T16:00:00.000Z,6481.0387,6584.6552,6167.8304,6369.5117,2018-09-09T16:00:00.000Z,146830.40323001
2018-09-16T16:00:00.000Z,6687.794,6838,6119.8,6482.7145,2018-09-16T16:00:00.000Z,179217.53829895
2018-09-23T16:00:00.000Z,6602.88,6816.3593,6330.0011,6686.68,2018-09-23T16:00:00.000Z,162987.53727745
2018-09-30T16:00:00.000Z,6580.2288,6690.5242,6430.62,6604.3497,2018-09-30T16:00:00.000Z,118006.59316967
2018-10-07T16:00:00.000Z,6379.371,6698.25,6206.6841,6580.2964,2018-10-07T16:00:00.000Z,90029.27728214
2018-10-14T16:00:00.000Z,6645.324,8100,6300,6382.0519,2018-10-14T16:00:00.000Z,177156.61123182
2018-10-21T16:00:00.000Z,6488.6887,6647.6854,6480,6646.5997,2018-10-21T16:00:00.000Z,129154.5960061
2018-10-28T16:00:00.000Z,6482.7258,6506.2724,6250,6488.1565,2018-10-28T16:00:00.000Z,127505.60294949
2018-11-04T16:00:00.000Z,6381.8021,6640,6357,6481.7282,2018-11-04T16:00:00.000Z,138050.50379719
2018-11-11T16:00:00.000Z,5644.0031,6499,5417.0069,6381.8019,2018-11-11T16:00:00.000Z,224365.05042208
2018-11-18T16:00:00.000Z,3883.615,5744.9996,3700,5643.9919,2018-11-18T16:00:00.000Z,340999.44885847
2018-11-25T16:00:00.000Z,4174.5414,4444,3681.9065,3883.6162,2018-11-25T16:00:00.000Z,361496.23446435
2018-12-02T16:00:00.000Z,3576.4499,4243.7061,3226,4174.5393,2018-12-02T16:00:00.000Z,358055.82739961
2018-12-09T16:00:00.000Z,3243.3017,3656.0088,3155.267,3578.7763,2018-12-09T16:00:00.000Z,250354.87344261
2018-12-16T16:00:00.000Z,3906.2685,4139,3218.18,3243.7008,2018-12-16T16:00:00.000Z,429136.8550794
2018-12-23T16:00:00.000Z,3769.0436,4197.95,3534.6738,3908.0678,2018-12-23T16:00:00.000Z,357099.61131421
2018-12-30T16:00:00.000Z,3805.02,3882.8265,3638.0101,3769.033,2018-12-30T16:00:00.000Z,270190.75981211
2019-01-06T16:00:00.000Z,3575.654,4065,3525.1318,3805.009,2019-01-06T16:00:00.000Z,262993.12649094
2019-01-13T16:00:00.000Z,3523.1497,3710.7507,3446.205,3576.0894,2019-01-13T16:00:00.000Z,273538.85693242
2019-01-20T16:00:00.000Z,3555.5401,3655.2415,3436,3523.3978,2019-01-20T16:00:00.000Z,183555.30169026
2019-01-27T16:00:00.000Z,3464.0448,3574.2,3351.24,3555.9953,2019-01-27T16:00:00.000Z,216449.32783655
2019-02-03T16:00:00.000Z,3627.3965,3738.38,3379.8753,3464.0453,2019-02-03T16:00:00.000Z,208517.28388663
2019-02-10T16:00:00.000Z,3621.1989,3700,3566.43,3627.7954,2019-02-10T16:00:00.000Z,194828.92450905
2019-02-17T16:00:00.000Z,3777.4041,4199,3609.355,3621.1984,2019-02-17T16:00:00.000Z,374552.97025425
2019-02-24T16:00:00.000Z,3797.6287,3889.9999,3687.3459,3777.4044,2019-02-24T16:00:00.000Z,349190.50621793
2019-03-03T16:00:00.000Z,3906.0118,3968.9667,3673.3995,3797.4388,2019-03-03T16:00:00.000Z,564939.95000643
2019-03-10T16:00:00.000Z,3988.6,4056.7,3814.3,3906.5698,2019-03-10T16:00:00.000Z,340022.41508313
2019-03-17T16:00:00.000Z,3993.2,4068.2,3905,3988.2,2019-03-17T16:00:00.000Z,322854.52639785
2019-03-24T16:00:00.000Z,4097.5,4143.5,3880,3993.2,2019-03-24T16:00:00.000Z,412858.34969023
2019-03-31T16:00:00.000Z,5120.4,5277,4070.5,4097.2,2019-03-31T16:00:00.000Z,881514.51422383
2019-04-07T16:00:00.000Z,5061.4,5412,4871.2,5120.4,2019-04-07T16:00:00.000Z,692519.38862117
2019-04-14T16:00:00.000Z,5237.5,5334.6,4948.3,5061.4,2019-04-14T16:00:00.000Z,616823.00248953
2019-04-21T16:00:00.000Z,5334,5600.5,5121,5238.6,2019-04-21T16:00:00.000Z,784883.2547543
2019-04-28T16:00:00.000Z,5770.9,5911.2,5186,5335.6,2019-04-28T16:00:00.000Z,694885.10528121
2019-05-05T16:00:00.000Z,6875.5,7517.1,5620,5770.4,2019-05-05T16:00:00.000Z,879042.33758132
2019-05-12T16:00:00.000Z,7960.8,8349,6822.8,6876.1,2019-05-12T16:00:00.000Z,1085077.93947783
2019-05-19T16:00:00.000Z,7982.1,8286,7466,7959.6,2019-05-19T16:00:00.000Z,922311.2864072
2019-05-26T16:00:00.000Z,8679.3,9065.5,7936.3,7982.1,2019-05-26T16:00:00.000Z,884533.40449273
2019-06-02T16:00:00.000Z,7717.1,8760,7417.3,8678.3,2019-06-02T16:00:00.000Z,828238.24205201
2019-06-09T16:00:00.000Z,9202,9339.6,7505.9,7717.1,2019-06-09T16:00:00.000Z,792353.74690301
2019-06-16T16:00:00.000Z,10809.9,11194.7,8830.1,9203.7,2019-06-16T16:00:00.000Z,798544.63940475
2019-06-23T16:00:00.000Z,11151.1,13971.4,10517.1,10809.9,2019-06-23T16:00:00.000Z,750232.98362724
2019-06-30T16:00:00.000Z,11222.4,11998,9724.6,11151.2,2019-06-30T16:00:00.000Z,489197.06301316
2019-07-07T16:00:00.000Z,10415.9,13150,10300,11222.2,2019-07-07T16:00:00.000Z,415650.02947003
2019-07-14T16:00:00.000Z,10440.6,11074.8,9056.8,10414.1,2019-07-14T16:00:00.000Z,469298.79816155
2019-07-21T16:00:00.000Z,9523,10680,9321.8,10440.8,2019-07-21T16:00:00.000Z,294095.34085103
2019-07-28T16:00:00.000Z,10946.5,10972.4,9157,9524.4,2019-07-28T16:00:00.000Z,257347.22161355
2019-08-04T16:00:00.000Z,11384.2,12307.6,10750,10946.4,2019-08-04T16:00:00.000Z,286200.98040799
2019-08-11T16:00:00.000Z,10390.5,11604.8,9517.3,11382.3,2019-08-11T16:00:00.000Z,265460.0368065
2019-08-18T16:00:00.000Z,10067.1,10950,9761.4,10390.5,2019-08-18T16:00:00.000Z,191905.81024368
2019-08-25T16:00:00.000Z,9605.7,10630,9320,10067.2,2019-08-25T16:00:00.000Z,173058.37194212
2019-09-01T16:00:00.000Z,10387.5,10904.6,9519.3,9605.8,2019-09-01T16:00:00.000Z,204456.95117857
2019-09-08T16:00:00.000Z,10304.3,10517.1,9878.8,10387.6,2019-09-08T16:00:00.000Z,120952.28928402
2019-09-15T16:00:00.000Z,9990.4,10356.8,9630,10304.3,2019-09-15T16:00:00.000Z,125936.85946467
2019-09-22T16:00:00.000Z,7966.3,10073,7660,9990.5,2019-09-22T16:00:00.000Z,304749.70899559
2019-09-29T16:00:00.000Z,8008.8,8498,7712.3,7966.4,2019-09-29T16:00:00.000Z,142082.75509567
2019-10-06T16:00:00.000Z,8403.6,8779.9,7765.4,8008.8,2019-10-06T16:00:00.000Z,157189.35092879
2019-10-13T16:00:00.000Z,8023.4,8449.5,7816.8,8403.1,2019-10-13T16:00:00.000Z,97806.81005633
2019-10-20T16:00:00.000Z,9521.8,10500,7291.1,8023.4,2019-10-20T16:00:00.000Z,312910.92667874
2019-10-27T16:00:00.000Z,9182,9906.4,8934.6,9522.1,2019-10-27T16:00:00.000Z,191373.73267523
2019-11-03T16:00:00.000Z,8797.1,9524,8675.8,9182,2019-11-03T16:00:00.000Z,131372.17168897
2019-11-10T16:00:00.000Z,8525.4,9135,8367.4,8797.1,2019-11-10T16:00:00.000Z,115970.35480021
2019-11-17T16:00:00.000Z,6983.7,8624.3,6790.1,8526.4,2019-11-17T16:00:00.000Z,248806.22288611
2019-11-24T16:00:00.000Z,7304.2,7849.5,6513.1,6983.7,2019-11-24T16:00:00.000Z,307503.1568744
2019-12-01T16:00:00.000Z,7546.8,7805.2,7080,7304.3,2019-12-01T16:00:00.000Z,194910.18823456
2019-12-08T16:00:00.000Z,7333.5,7660.7,7283.7,7547.1,2019-12-08T16:00:00.000Z,39634.26856017
